block,uncles_zero,uncles_one,uncles_two,difficulty_avg,blocktime_avg
5550000,9518,455,27,141479906669138,15
5560000,9559,415,26,141531804580200,15
5570000,9532,440,28,140989163832898,15
5580000,9533,444,23,145471049536201,15
5590000,9530,452,18,160334481240277,15
5600000,9537,439,24,158658376544263,15
5610000,9559,429,12,166511966791027,16
5620000,9566,415,19,166485584552097,16
5630000,9550,436,14,163778321486508,16
5640000,9530,442,28,167000176631842,16
5650000,9568,414,18,162558952066513,16
5660000,9565,412,23,160966928984826,16
5670000,9568,408,24,166283381003301,16
5680000,9595,376,29,169638176721231,16
5690000,9585,395,20,164586107219799,16
5700000,9617,373,10,158567241628611,16
5710000,9621,365,14,170536017448636,18
5720000,9672,316,12,166335853520500,18
5730000,9661,314,25,165629396197160,18
5740000,9639,347,14,165808992562657,18
5750000,9635,352,13,163696359539076,18
5760000,9657,333,10,156492524131415,18
5770000,9665,323,12,154868225572773,18
5780000,9638,346,16,155602353096528,18
5790000,9649,343,8,153783238334185,18
5800000,9646,339,15,154097450835846,18
5810000,9676,313,11,177265697253160,22
5820000,9673,316,11,177128440759357,22
5830000,9680,315,5,171301279947088,22
5840000,9722,271,7,167679313270608,22
5850000,9698,296,6,165327330872748,22
5860000,9694,293,13,160380136189457,23
5870000,9391,559,50,155365505210144,23
5880000,9538,433,29,152672993963346,23
5890000,9457,521,22,146120159342414,23
5900000,9494,471,35,145976179568962,23
5910000,9484,494,22,118649354822059,14
5920000,9535,444,21,114878052175321,14
5930000,9466,508,26,110056838391257,14
5940000,9521,455,24,107856042760685,14
5950000,9475,499,26,105688375122690,14
5960000,9547,431,22,105264700256034,14
5970000,9569,410,21,109456206004022,14
5980000,9629,354,17,106577585646669,14
5990000,9592,386,22,127553425050768,13
6000000,9558,420,22,122303402586901,14
6010000,9646,338,16,119188477183637,13
6020000,9647,341,12,124679276808728,14
6030000,9651,331,18,130106019300570,14
6040000,9663,326,11,140128464888604,13
6050000,9655,333,12,150765258697862,14
6060000,9665,324,11,144958387805096,14
6070000,9594,388,18,156205494631438,14
6080000,9670,318,12,158868624423594,14
6090000,9628,354,18,158666223790139,14
6100000,9583,400,17,164021597978950,14
6110000,9573,415,12,159255840984591,14
6120000,9607,377,16,160397829250980,14
6130000,9596,386,18,167572122162236,14
6140000,9225,668,107,171798316916667,14
6150000,9519,427,54,179298559229122,13
6160000,9606,377,17,176030331518595,14
6170000,9583,405,12,172419301788889,14
6180000,9548,423,29,175717563850599,14
6190000,9593,381,26,171930640127359,14
6200000,9571,418,11,167908352733947,14
6210000,9545,437,18,169000850427105,14
6220000,9537,441,22,175216454431129,14
6230000,9553,433,14,169649631492233,14
6240000,9525,453,22,172228374541071,14
6250000,9604,382,14,173611207729761,14
6260000,9587,398,15,168148645329082,14
6270000,9590,396,14,171976051502506,14
6280000,9571,413,16,173869246194272,14
6290000,9568,409,23,180036648644680,14
6300000,9546,440,14,176639193673629,14
6310000,9571,408,21,182534522148655,13
6320000,9523,454,23,197388293619829,14
6330000,9519,451,30,221249624877183,14
6340000,9514,458,28,205795032180082,14
6350000,9518,461,21,200096693866740,14
6360000,9466,487,47,195825722507917,14
6370000,9608,373,19,198704710978125,14
6380000,9635,340,25,203660422949269,13
6390000,9608,371,21,216511607014686,14
6400000,9593,391,16,211739880802722,14
6410000,9613,364,23,208722643945473,14
6420000,9666,322,12,213267629541150,14
6430000,9644,340,16,206399043323712,14
6440000,9619,367,14,210530827165439,14
6450000,9611,370,19,213659655116594,14
6460000,9633,350,17,208798535546738,14
6470000,9707,279,14,210027681597689,14
6480000,9672,317,11,209313014347935,14
6490000,9668,321,11,207722009632287,14
6500000,9674,314,12,223537737429985,14
6510000,9690,298,12,223150600865465,14
6520000,9707,285,8,234243720733228,14
6530000,9664,331,5,241192649916262,14
6540000,9665,326,9,245174976015266,14
6550000,9655,339,6,243997907760320,14
6560000,9678,313,9,223521536415577,14
6570000,9677,313,10,217909336961539,14
6580000,9681,310,9,218183488458521,14
6590000,9680,312,8,216588949129046,14
6600000,9663,327,10,211650967040377,14
6610000,9682,307,11,208877477680067,14
6620000,9661,323,16,207224655218098,14
6630000,9665,326,9,214266822669836,14
6640000,9694,297,9,220269818422173,14
6650000,9690,303,7,219844233233465,14
6660000,9685,306,9,217688979555779,14
6670000,9690,296,14,210905864951830,14
6680000,9682,309,9,214140386491469,14
6690000,9674,317,9,212496384061401,14
6700000,9717,273,10,208784147919829,14
6710000,9707,283,10,211252519943973,14
6720000,9668,320,12,210644320738752,14
6730000,9697,292,11,208445596986351,14
6740000,9720,275,5,201930110263308,14
6750000,9733,262,5,202683304421271,14
6760000,9738,254,8,198429718407566,14
6770000,9705,282,13,200754890057492,14
6780000,9697,292,11,198724033663217,14
6790000,9694,294,12,196804329491981,14
6800000,9721,268,11,199863549268924,14
6810000,9677,310,13,197157892647613,14
6820000,9707,283,10,193278586242031,14
6830000,9743,249,8,191452651412893,14
6840000,9715,276,9,188499394170314,14
6850000,9692,300,8,187826285641736,14
6860000,9687,302,11,184378693142371,14
6870000,9705,285,10,181000619851418,14
6880000,9731,258,11,180136056757746,14
6890000,9718,273,9,178245614975057,14
6900000,9703,285,12,178801822576657,14
6910000,9690,299,11,181155768434383,14
6920000,9717,276,7,177009918237358,14
6930000,9745,248,7,176292866977189,14
6940000,9676,317,7,176338500602608,14
6950000,9711,280,9,172605978764174,14
6960000,9691,300,9,168914666609030,14
6970000,9705,282,13,161825552356542,14
6980000,9699,289,12,153876427844573,14
6990000,9663,323,14,152503292741551,14
7000000,9676,312,12,146919033059837,14
7010000,9606,363,31,140193390049286,14
7020000,9645,333,22,133708276374682,14
7030000,9643,345,12,132475805089485,14
7040000,9638,349,13,134532573573027,14
7050000,9675,304,21,139472292228747,14
7060000,9663,314,23,128449830744086,14
7070000,9682,299,19,126038440509625,14
7080000,9686,300,14,126252918217655,14
7090000,9656,323,21,125789657003630,14
7100000,9697,287,16,127830448756866,14
7110000,9660,322,18,124617005999309,14
7120000,9705,276,19,125119683370399,14
7130000,9713,261,26,124724236984391,14
7140000,9697,285,18,123242184322101,14
7150000,9684,297,19,125789453863011,14
7160000,9670,312,18,122030883487238,14
7170000,9690,295,15,117498998922005,14
7180000,9682,296,22,118648212488952,13
7190000,9678,308,14,127285773058628,13
7200000,9690,293,17,133813436166401,14
7210000,9687,290,23,126144292178717,14
7220000,9652,326,22,125335018658786,14
7230000,9716,265,19,118653575607234,14
7240000,9664,320,16,118928666060895,14
7250000,9591,386,23,121862397357361,13
7260000,9588,393,19,125299532448130,14
7270000,9636,344,20,115354286820157,14
7280000,9591,389,20,117719830440741,13
7290000,9619,361,20,122401001485712,14
7300000,9541,428,31,142566833538486,14
7310000,9622,356,22,122554762491977,14
7320000,9674,309,17,119190257989697,14
7330000,9614,360,26,122322746485234,14
7340000,9683,291,26,124985315645980,14
7350000,9618,361,21,133262582794817,14
7360000,9611,364,25,129941352628182,14
7370000,9638,338,24,131939473369041,14
7380000,9683,299,18,130035040111214,14
7390000,9731,254,15,124319762294343,14
7400000,9702,284,14,116044067215378,14
7410000,9708,277,15,116765295690251,14
7420000,9714,262,24,112471484171213,14
7430000,9699,279,22,111355232907138,14
7440000,9710,274,16,109796581541643,14
7450000,9701,290,9,108937176737840,14
7460000,9716,268,16,109562939849231,14
7470000,9700,284,16,117140932279687,14
7480000,9705,279,16,122247054809056,14
7490000,9733,260,7,119766716183864,14
7500000,9757,229,14,119978222731139,14
7510000,9733,257,10,120967040393633,14
7520000,9721,266,13,114179026724832,14
7530000,9755,231,14,120431754633301,14
7540000,9711,259,30,119239390582452,14
7550000,9678,295,27,121766924613055,14
7560000,9713,268,19,119101453695025,14
7570000,9712,268,20,120750181749884,14
7580000,9728,250,22,124175472639361,14
7590000,9694,286,20,122343940368951,14
7600000,9740,244,16,121825755607850,14
7610000,9724,262,14,119682970376786,14
7620000,9733,256,11,115669170537528,14
7630000,9756,233,11,116918765140093,14
7640000,9785,212,3,114615606138671,14
7650000,9746,245,9,115615756261276,14
7660000,9761,233,6,115625423819263,14
7670000,9776,214,10,117192274962412,14
7680000,9786,209,5,117536638291399,14
7690000,9750,236,14,114923628215687,14
7700000,9710,276,14,116200869049001,14
7710000,9725,262,13,122908965760464,13
7720000,9785,210,5,126878259670640,14
7730000,9755,236,9,124887445868625,14
7740000,9800,190,10,121278813793843,14
7750000,9763,225,12,120123852585774,14
7760000,9772,222,6,117416803670318,14
7770000,9786,208,6,115887219458869,14
7780000,9770,224,6,117732117120318,14
7790000,9768,226,6,120072842147600,14
7800000,9793,199,8,124308193573317,14
7810000,9747,244,9,135399269465915,13
7820000,9756,234,10,143669829083597,14
7830000,9783,210,7,142848691666885,14
7840000,9781,212,7,138095960483706,14
7850000,9814,183,3,141231799654909,14
7860000,9786,205,9,141573083540784,14
7870000,9783,210,7,136997483983377,14
7880000,9782,210,8,131641960437782,14
7890000,9775,217,8,133357234476943,14
7900000,9732,261,7,131415403704652,14
7910000,9756,235,9,127715946756685,14
7920000,9768,224,8,124268963570599,14
7930000,9787,208,5,128805915429945,14
7940000,9756,235,9,128879712339766,14
7950000,9751,242,7,135009342045297,14
7960000,9740,247,13,133722679408126,14
7970000,9746,245,9,132125476053106,14
7980000,9763,230,7,134901760801117,14
7990000,9745,245,10,123769370253245,14
8000000,9752,238,10,126102696359848,14
8010000,9763,230,7,123723022386365,14
8020000,9734,248,18,119852608980041,14
8030000,9733,259,8,120129128189063,14
8040000,9734,261,5,119530558951293,14
8050000,9700,279,21,121950727781609,14
8060000,9730,261,9,125211516815293,14
8070000,9729,255,16,123437450328729,14
8080000,9715,266,19,118839167399179,14
8090000,9713,266,21,116160666592810,14
8100000,9730,252,18,115431026273588,14
8110000,9730,251,19,117490514540272,14
8120000,9703,274,23,119761714545102,14
8130000,9749,238,13,123076535848856,14
8140000,9751,235,14,126812084585803,14
8150000,9725,257,18,130823349707783,13
8160000,9722,265,13,138744815663489,14
8170000,9796,197,7,134770887573661,14
8180000,9766,226,8,130699406976765,14
8190000,9735,248,17,133822942635181,14
8200000,9757,232,11,132819919553417,14
8210000,9776,208,16,128629260257526,14
8220000,9743,246,11,125511738697490,14
8230000,9761,229,10,125831917284617,14
8240000,9717,272,11,124819482891535,14
8250000,9758,235,7,126072801940011,14
8260000,9756,234,10,123889742077484,14
8270000,9757,233,10,119588418361404,14
8280000,9709,278,13,119036286836332,13
8290000,9730,258,12,119291333707740,14
8300000,9680,304,16,120041426936413,14
8310000,9731,255,14,108809559620664,14
8320000,9697,279,24,110100349718234,14
8330000,9729,258,13,111919585152772,14
8340000,9737,250,13,111985920290627,14
8350000,9742,244,14,109784167776152,14
8360000,9725,258,17,113328811401009,14
8370000,9770,216,14,112077546382853,14
8380000,9757,232,11,109351798234595,14
8390000,9739,252,9,108515270081265,14
8400000,9780,210,10,107767182219714,14
8410000,9785,206,9,107643743042374,14
8420000,9767,223,10,108762101586078,14
8430000,9728,253,19,113752301242146,14
8440000,9735,253,12,112507904411491,14
8450000,9763,227,10,114428574810178,14
8460000,9738,253,9,114199491358587,14
8470000,9731,248,21,119414983649848,14
8480000,9747,241,12,115659929148064,14
8490000,9747,238,15,117693469286877,14
8500000,9724,259,17,118139302207063,14
8510000,9705,280,15,118777107621213,14
8520000,9696,290,14,114993327352084,14
8530000,9736,255,9,114210889700171,14
8540000,9744,246,10,119047635066947,14
8550000,9786,204,10,118825389047889,14
8560000,9757,238,5,118675949433386,14
8570000,9726,265,9,119620843528772,14
8580000,9771,224,5,121873384634121,14
8590000,9752,237,11,121822810082220,14
8600000,9711,272,17,128818786530494,14
8610000,9749,239,12,131719767099229,14
8620000,9731,255,14,130647959786107,14
8630000,9759,229,12,121698602836617,14
8640000,9784,202,14,133744450230723,13
8650000,9752,239,9,149855948450687,13
8660000,9755,242,3,153272861335916,14
8670000,9754,242,4,155953105305228,14
8680000,9769,227,4,159597547971463,14
8690000,9748,247,5,154489440045351,14
8700000,9724,270,6,159253012605140,13
8710000,9739,251,10,158059659146106,14
8720000,9706,277,17,161445579766127,14
8730000,9679,306,15,167728128312161,13
8740000,9717,274,9,176563003838052,14
8750000,9744,248,8,166006595359043,14
8760000,9763,235,2,161067132804403,14
8770000,9734,260,6,154975049551422,14
8780000,9727,265,8,144185329310655,13
8790000,9586,393,21,146847144462616,13
8800000,9714,273,13,142850269432237,13
8810000,9706,289,5,137861503322105,13
8820000,9761,235,4,136703246636788,12
8830000,9781,210,9,128883271353046,12
8840000,9757,233,10,132296337926396,12
8850000,9780,213,7,134755407502462,12
8860000,9775,221,4,131962817522927,12
8870000,9723,271,6,130696630652419,13
8880000,9687,304,9,129370619858755,13
8890000,9565,389,46,123877417330776,13
8900000,9607,370,23,123712327742959,13
8910000,9586,391,23,122721705570722,13
8920000,9661,327,12,120282509457916,13
8930000,9647,340,13,122264724442377,12
8940000,9446,495,59,122989174463579,13
8950000,9370,562,68,119190896232125,13
8960000,9159,726,115,120501780866232,13
8970000,9572,411,17,120716499246445,13
8980000,9630,356,14,120993138907581,13
8990000,9638,350,12,121440591129827,13
9000000,9634,354,12,122413985581218,12
9010000,9664,329,7,115642562105681,13
9020000,9694,301,5,119241978536486,13
9030000,9635,356,9,119317321954155,13
9040000,9657,329,14,117012949589842,13
9050000,9646,343,11,124021775417564,13
9060000,9658,325,17,123187248187132,13
9070000,9662,328,10,120809913132065,13
9080000,9591,381,28,123446188289502,13
9090000,9598,382,20,124019288028563,13
9100000,9605,375,20,124217972015929,13
9110000,9584,396,20,126727773425876,13
9120000,9560,415,25,126795138718380,13
9130000,9600,372,28,123191121622053,13
9140000,9604,377,19,126194452597684,13
9150000,9606,382,12,128124899039874,13
9160000,9581,401,18,126269465829603,13
9170000,9590,386,24,125980459385394,13
9180000,9599,374,27,125723193794089,13
9190000,9597,381,22,124493694300568,13
9200000,9608,366,26,120889822848877,13
9210000,9588,382,30,121626706465697,12
9220000,9595,381,24,119390520032055,13
9230000,9601,378,21,114714174931546,13
9240000,9597,379,24,118052841562697,13
9250000,9589,390,21,119098608673247,13
9260000,9604,373,23,121943904844139,13
9270000,9592,382,26,120437006183692,13
9280000,9598,375,27,121489265400952,13
9290000,9609,375,16,123550597760331,13
9300000,9562,410,28,122643052873804,13
9310000,9530,435,35,122311239767367,13
9320000,9560,411,29,123778144836907,13
9330000,9557,412,31,122916674685239,13
9340000,9523,448,29,124679935116724,13
9350000,9543,423,34,126256562044681,13
9360000,9572,398,30,124481263151271,13
9370000,9559,413,28,126360569826707,13
9380000,9511,460,29,124715405056615,13
9390000,9549,425,26,132330540539543,13
9400000,9491,477,32,137874281983275,13
9410000,9487,467,46,141218001397600,13
9420000,9534,426,40,137785707977537,13
9430000,9515,452,33,141607138297378,13
9440000,9474,480,46,147924488657999,13
9450000,9504,456,40,152750491503881,13
9460000,9453,495,52,146074690435692,13
9470000,9419,539,42,156756810392071,13
9480000,9460,498,42,164680695101238,13
9490000,9564,417,19,166277548793312,13
9500000,9615,368,17,162289687245940,13
9510000,9621,372,7,154318793274906,13
9520000,9594,397,9,136545008449582,13
9530000,9621,368,11,139727390535809,13
9540000,9613,379,8,141724074188039,13
9550000,9592,396,12,138910702322609,13
9560000,9562,405,33,142750911967652,12
9570000,9583,401,16,148828237362558,13
9580000,9434,538,28,153031703587299,13
9590000,9412,557,31,152472465621466,13
9600000,9388,577,35,176960954489299,13
9610000,9414,548,38,199567309800757,12
9620000,9511,472,17,211736079858912,13
9630000,9527,449,24,203383451075244,13
9640000,9555,430,15,211380602632636,13
9650000,9571,416,13,215969408441710,13
9660000,9551,427,22,214282081233503,13
9670000,9558,427,15,212025421818512,13
9680000,9539,436,25,238698264794548,12
9690000,9581,402,17,262555652652900,13
9700000,9545,439,16,265020604779319,13
9710000,9573,413,14,246059539487772,13
9720000,9605,379,16,247027310688901,13
9730000,9545,435,20,246497264255100,13
9740000,9570,420,10,246942068119129,13
9750000,9581,407,12,216509594993398,13
9760000,9597,390,13,213493158408402,13
9770000,9623,358,19,212071414613953,13
9780000,9626,361,13,210543979402506,13
9790000,9616,364,20,193762277676780,13
9800000,9644,343,13,183879257088309,13
9810000,9605,375,20,171377073430112,13
9820000,9589,399,12,160946646202320,13
9830000,9603,377,20,160548837324420,13
9840000,9603,377,20,159161051272448,13
9850000,9566,411,23,162397431191449,13
9860000,9545,431,24,163779979166255,13
9870000,9623,363,14,159862613894745,13
9880000,9615,371,14,156182743318399,13
9890000,9586,395,19,149479841528615,13
9900000,9584,396,20,152679118554640,13
9910000,9581,396,23,158851604842932,13
9920000,9618,369,13,160444046833311,13
9930000,9649,342,9,156610199592515,13
9940000,9629,360,11,145261186563435,13
9950000,9611,380,9,146153802792889,13
9960000,9624,366,10,150434291679267,13
9970000,9596,388,16,144648667426637,13
9980000,9563,418,19,133847828902814,12
9990000,9601,377,22,154045589601783,12
10000000,9548,439,13,161980591046590,13
10010000,9541,429,30,136392624903367,13
10020000,9607,377,16,133551779376913,13
10030000,9634,339,27,131911777555857,13
10040000,9584,398,18,129355226656224,13
10050000,9632,348,20,128319513781136,13
10060000,9579,399,22,127967990034118,13
10070000,9618,365,17,128534494679047,13
10080000,9599,382,19,128860238448684,13
10090000,9615,360,25,133224136928718,13
10100000,9616,364,20,127112056541432,13
10110000,9626,357,17,127706102739124,13
10120000,9618,365,17,123513133085350,13
10130000,9633,356,11,122908284677007,13
10140000,9652,325,23,118708241602181,13
10150000,9628,355,17,119271906466480,13
10160000,9611,374,15,119771162035277,13
10170000,9644,345,11,119734892398175,13
10180000,9622,364,14,118732765025340,13
10190000,9645,339,16,119371356195539,13
10200000,9638,344,18,116931142925009,13
10210000,9632,355,13,114587759492844,13
10220000,9626,356,18,113746467560440,13
10230000,9605,383,12,110675284843487,13
10240000,9610,376,14,109744487767382,13
10250000,9625,361,14,113128532154094,13
10260000,9609,378,13,108213410636013,13
10270000,9604,371,25,109064347367289,13
10280000,9629,354,17,110762158301968,12
10290000,9602,382,16,110218578660586,13
10300000,9590,388,22,109134422970514,13
10310000,9572,412,16,114801509328257,13
10320000,9609,371,20,119754020164501,13
10330000,9615,379,6,126226569666697,13
10340000,9721,275,4,118277309714242,13
10350000,9736,258,6,118648094715935,12
10360000,9744,250,6,114993577278738,13
10370000,9720,271,9,112552320621696,13
10380000,9742,249,9,110656873192451,12
10390000,9733,261,6,108546637974170,12
10400000,9707,289,4,110518256971956,12
10410000,9720,273,7,114240274855688,12
10420000,9725,265,10,106338764627855,12
10430000,9732,263,5,110975986013113,12
10440000,9732,262,6,106010076842175,13
10450000,9742,252,6,109064290897535,12
10460000,9714,281,5,111126407750987,12
10470000,9727,264,9,110134752000513,12
10480000,9714,272,14,108533832209121,12
10490000,9712,277,11,109886249054424,12
10500000,9721,269,10,109686853713265,12
10510000,9692,298,10,95137907940222,13
10520000,9684,310,6,101045284697451,12
10530000,9750,247,3,103466066816444,13
10540000,9738,257,5,100025752524689,12
10550000,9730,265,5,98376678718746,13
10560000,9725,266,9,96665188973318,12
10570000,9755,241,4,91353579828457,13
10580000,9755,242,3,93088459018867,12
10590000,9721,271,8,93091748438373,12
10600000,9724,270,6,95144407880590,13
10610000,9702,288,10,94353145118920,12
10620000,9726,270,4,94262832829312,13
10630000,9748,246,6,93090133922785,12
10640000,9719,269,12,91708089856239,13
10650000,9717,273,10,88975384166153,13
10660000,9698,285,17,85950064880159,13
10670000,9675,315,10,81949789219125,13
10680000,9701,290,9,82915214108149,13
10690000,9682,310,8,79526189540982,12
10700000,9723,268,9,80063584684161,13
10710000,9709,285,6,77880145673957,12
10720000,9661,325,14,78233557286727,12
10730000,9681,310,9,82850121860230,13
10740000,9678,313,9,81443248464628,13
10750000,9689,296,15,81864196814694,13
10760000,9668,325,7,85108779416662,12
10770000,9732,252,16,87222686682703,13
10780000,9674,312,14,89118730174972,12
10790000,9720,269,11,85476113782971,13
10800000,9716,276,8,85059942574942,13
10810000,9708,279,13,82152973869458,13
10820000,9751,242,7,80335387046817,12
10830000,9738,253,9,80441482500971,13
10840000,9734,251,15,78499366349048,13
10850000,9766,226,8,77169270334534,12
10860000,9719,274,7,71451802430153,12
10870000,9759,239,2,67911200563222,13
10880000,9740,252,8,68435754010320,12
10890000,9742,250,8,69304670154939,12
10900000,9734,253,13,69777450973725,12
10910000,9535,451,14,68964749843142,13
10920000,9703,288,9,51619510693957,13
10930000,9743,253,4,56974713294052,12
10940000,9588,400,12,60446354564192,12
10950000,9634,357,9,58292044492348,14
10960000,9677,311,12,46781377351140,12
